firm_name_fda,normalized_name,source,n_records,match_status,n_gvkey_candidates,gvkey,company_name_compustat,sic,costat,cik,cross_entity_family
ST JUDE MEDICAL - NEUROMODULATION,ST JUDE MEDICAL NEUROMODULATION,part803_maude,3969,unmatched,,,,,,,
MOOG MEDICAL DEVICES,MOOG MEDICAL DEVICES,part803_unmatched,3930,unmatched,,,,,,,
BD MEDICAL DIABETES CARE,BD MEDICAL DIABETES CARE,part803_unmatched,3927,unmatched,,,,,,,
TELECTRONICS PACING SYSTEMS,TELECTRONICS PACING SYSTEMS,part803_unmatched,3922,unmatched,,,,,,,
ABBOTT DIAGNOSTICS DIVISION,ABBOTT DIAGNOSTICS DIVISION,part803_unmatched,3919,unmatched,,,,,,,
AESCULAP,AESCULAP,part803_unmatched,3897,unmatched,,,,,,,
CODMAN AND SHURTLEFF MEDOS S A,CODMAN AND SHURTLEFF MEDOS S A,part803_unmatched,3874,unmatched,,,,,,,
ST PAUL,ST PAUL,part803_unmatched,3844,unmatched,,,,,,,
MEDTRONIC CARDIOVASCULAR GALWAY,MEDTRONIC CARDIOVASCULAR GALWAY,part803_maude,3839,unmatched,,,,,,,
SMITHS MEDICAL,SMITHS MEDICAL,part803_unmatched,3764,unmatched,,,,,,,
ALCON RESEARCH HOUSTON,ALCON RESEARCH HOUSTON,part803_unmatched,3718,unmatched,,,,,,,
"CORDIS EUROPA, N.V.",CORDIS EUROPA N V,part803_maude,3717,unmatched,,,,,,,
TERUMO BCT,TERUMO BCT,part803_unmatched,3699,unmatched,,,,,,,
MAQUET CARDIOPULMONARY,MAQUET CARDIOPULMONARY,part803_unmatched,3691,unmatched,,,,,,,
COVIDIEN (IRVINE),COVIDIEN IRVINE,part803_maude,3679,unmatched,,,,,,,
MDT SOFAMOR DANEK PUERTO RICO MFG,MDT SOFAMOR DANEK PUERTO RICO MFG,part803_unmatched,3675,unmatched,,,,,,,
DATASCOPE MAHWAH,DATASCOPE MAHWAH,part803_maude,3666,unmatched,,,,,,,
BECTON DICKINSON MEDICAL SYSTEMS,BECTON DICKINSON MEDICAL SYSTEMS,part803_unmatched,3606,unmatched,,,,,,,
SORIN ITALIA S R L CRM FACILITY,SORIN ITALIA S R L CRM FACILITY,part803_unmatched,3599,unmatched,,,,,,,
COOK IRELAND,COOK IRELAND,part803_unmatched,3566,unmatched,,,,,,,
BATTLE CREEK EQUIPMENT,BATTLE CREEK EQUIPMENT,part803_unmatched,3546,unmatched,,,,,,,
"MEDTRONIC SOFAMOR DANEK USA, INC.",MEDTRONIC SOFAMOR DANEK,part803_maude,3509,unmatched,,,,,,,
CYBERONICS HOUSTON,CYBERONICS HOUSTON,part803_unmatched,3490,unmatched,,,,,,,
BECTON DICKINSON & CO (FRANKLIN LAKES),BECTON DICKINSON AND FRANKLIN LAKES,part803_maude,3482,unmatched,,,,,,,
BECTON DICKINSON S A,BECTON DICKINSON S A,part803_unmatched,3445,unmatched,,,,,,,
ETHICON ENDO SURGERY S A DE C V,ETHICON ENDO SURGERY S A DE C V,part803_unmatched,3433,unmatched,,,,,,,
SYNTHES BRANDYWINE,SYNTHES BRANDYWINE,part803_unmatched,3417,unmatched,,,,,,,
DEPUY SPINE,DEPUY SPINE,part803_unmatched,3410,unmatched,,,,,,,
"CORDIS NEUROVASCULAR, INC.",CORDIS NEUROVASCULAR,part803_maude,3387,unmatched,,,,,,,
KEYSTONE DENTAL,KEYSTONE DENTAL,part803_unmatched,3380,unmatched,,,,,,,
BIOENTERICS,BIOENTERICS,part803_unmatched,3362,unmatched,,,,,,,
AMERICAN HEYER SCHULTE,AMERICAN HEYER SCHULTE,part803_unmatched,3357,unmatched,,,,,,,
COVIDIEN LP (VALLEYLAB),COVIDIEN VALLEYLAB,part803_maude,3347,unmatched,,,,,,,
"C.R. BARD, INC.",C R BARD,part803_maude,3336,unmatched,,,,,,,
DEPUY SYNTHES SPINE,DEPUY SYNTHES SPINE,part803_unmatched,3292,unmatched,,,,,,,
STRYKER ENDOSCOPY SAN JOSE,STRYKER ENDOSCOPY SAN JOSE,part803_maude,3267,unmatched,,,,,,,
RICE CREEK MFG,RICE CREEK MFG,part803_unmatched,3255,unmatched,,,,,,,
ANSPACH EFFORT,ANSPACH EFFORT,part803_unmatched,3252,unmatched,,,,,,,
ZIMMER MANUFACTURING B V,ZIMMER MANUFACTURING B V,part803_unmatched,3183,unmatched,,,,,,,
CORE VENT BIO ENGINEERING,CORE VENT BIO ENGINEERING,part803_unmatched,3166,unmatched,,,,,,,
"FRESENIUS KABI USA, LLC",FRESENIUS KABI,part803_maude,3116,unmatched,,,,,,,
DEPUY RAYNHAM A DIVISION OF DEPUY ORTHOPAEDICS,DEPUY RAYNHAM A DIVISION OF DEPUY ORTHOPAEDICS,part803_unmatched,3064,unmatched,,,,,,,
"COVIDIEN, FORMERLY US SURGICAL A DIVISON",COVIDIEN FORMERLY SURGICAL A DIVISON,part803_maude,3041,unmatched,,,,,,,
INVACARE REHABILITATION EQUIP,INVACARE REHABILITATION EQUIP,part803_maude,3036,unmatched,,,,,,,
BD MEDICAL BD WEST MEDICAL SURGICAL,BD MEDICAL BD WEST MEDICAL SURGICAL,part803_unmatched,3024,unmatched,,,,,,,
BIOSENSE WEBSTER JUAREZ,BIOSENSE WEBSTER JUAREZ,part803_unmatched,3024,unmatched,,,,,,,
LIFESCAN EUROPE,LIFESCAN EUROPE,part803_unmatched,3014,unmatched,,,,,,,
B BRAUN SURGICAL,B BRAUN SURGICAL,part803_unmatched,2987,unmatched,,,,,,,
"ST. JUDE MEDICAL INC., CRMD",ST JUDE MEDICAL CRMD,part803_maude,2954,unmatched,,,,,,,
MEDTRONIC PHYSIO-CONTROL CORP.,MEDTRONIC PHYSIO CONTROL,part803_maude,2951,unmatched,,,,,,,
B BRAUN MELSUNGEN,B BRAUN MELSUNGEN,part803_unmatched,2944,unmatched,,,,,,,
NIHON KOHDEN,NIHON KOHDEN,part803_unmatched,2906,unmatched,,,,,,,
ABBOTT VASCULAR VASCULAR SOLUTIONS,ABBOTT VASCULAR VASCULAR SOLUTIONS,part803_unmatched,2900,unmatched,,,,,,,
"MEDTRONIC PUERTO RICO OPERATIONS CO., JUNCOS",MEDTRONIC PUERTO RICO OPERATIONS JUNCOS,part803_maude,2891,unmatched,,,,,,,
PHILIPS MEDICAL SYSTEMS NEDERLAND B V,PHILIPS MEDICAL SYSTEMS NEDERLAND B V,part803_unmatched,2880,unmatched,,,,,,,
GIVEN IMAGING YOQNEAM,GIVEN IMAGING YOQNEAM,part803_unmatched,2873,unmatched,,,,,,,
WILSON COOK MEDICAL,WILSON COOK MEDICAL,part803_unmatched,2862,unmatched,,,,,,,
SIEMENS HEALTHCARE DIAGNOSTICS INC,SIEMENS HEALTHCARE DIAGNOSTICS,part803_maude,2857,unmatched,,,,,,,
BAXTER HEALTHCARE MALTA,BAXTER HEALTHCARE MALTA,part803_unmatched,2855,unmatched,,,,,,,
ALCON RESEARCH ALCON PRECISION DEVICE,ALCON RESEARCH ALCON PRECISION DEVICE,part803_unmatched,2828,unmatched,,,,,,,
GUIDANT ENDOVASCULAR SOLUTIONS,GUIDANT ENDOVASCULAR SOLUTIONS,part803_unmatched,2813,unmatched,,,,,,,
CORDIS SANTA CLARA,CORDIS SANTA CLARA,part803_maude,2809,unmatched,,,,,,,
ZIMMER BIOMET SPINE,ZIMMER BIOMET SPINE,part803_unmatched,2790,unmatched,,,,,,,
"DEPUY ORTHOPAEDICS, INC.1818910",DEPUY ORTHOPAEDICS 1818910,part803_maude,2769,unmatched,,,,,,,
NOVA BIOMEDICAL,NOVA BIOMEDICAL,part803_unmatched,2729,unmatched,,,,,,,
BIOMET FRANCE S.A.R.L.,BIOMET FRANCE S A R L,part803_maude,2724,unmatched,,,,,,,
1818910 DEPUY ORTHOPAEDICS,1818910 DEPUY ORTHOPAEDICS,part803_unmatched,2704,unmatched,,,,,,,
GENZYME BIOSURGERY RIDGEFIELD,GENZYME BIOSURGERY RIDGEFIELD,part803_unmatched,2693,unmatched,,,,,,,
NEWPORT MEDICAL INSTRUMENTS,NEWPORT MEDICAL INSTRUMENTS,part803_unmatched,2685,unmatched,,,,,,,
BAXTER HEALTHCARE SWINFORD,BAXTER HEALTHCARE SWINFORD,part803_unmatched,2669,unmatched,,,,,,,
ACE SURGICAL SUPPLY,ACE SURGICAL SUPPLY,part803_unmatched,2661,unmatched,,,,,,,
MEDOS S RL CH,MEDOS S RL CH,part803_unmatched,2648,unmatched,,,,,,,
ABBVIE MEDICAL DEVICE CENTER,ABBVIE MEDICAL DEVICE CENTER,part803_unmatched,2644,unmatched,,,,,,,
QUICKIE DESIGNS,QUICKIE DESIGNS,part803_unmatched,2640,unmatched,,,,,,,
OLYMPUS WINTER AND IBE,OLYMPUS WINTER AND IBE,part803_unmatched,2637,unmatched,,,,,,,
ACUMED,ACUMED,part803_unmatched,2632,unmatched,,,,,,,
DEPUY CORK A DIVISION OF DEPUY ORTHOPAEDICS,DEPUY CORK A DIVISION OF DEPUY ORTHOPAEDICS,part803_unmatched,2627,unmatched,,,,,,,
THORATEC SWITZERLAND GMBH,THORATEC SWITZERLAND,part803_maude,2616,unmatched,,,,,,,
"COVIDIEN, FORMERLY USSC PUERTO RICO INC",COVIDIEN FORMERLY USSC PUERTO RICO,part803_maude,2599,unmatched,,,,,,,
SIEMENS HEALTHCARE DIAGNOSTICS,SIEMENS HEALTHCARE DIAGNOSTICS,part803_maude,2588,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELLCOR",COVIDIEN FORMERLY NELLCOR,part803_maude,2580,unmatched,,,,,,,
STRYKER SPINE BORDEAUX,STRYKER SPINE BORDEAUX,part803_maude,2578,unmatched,,,,,,,
"MEDTRONIC INC., CARDIAC RHYTHM MANAGEMENT DIVISION",MEDTRONIC CARDIAC RHYTHM MANAGEMENT DIVISION,part803_maude,2573,unmatched,,,,,,,
WARSAW ORTHOPEDIC,WARSAW ORTHOPEDIC,part803_unmatched,2566,unmatched,,,,,,,
COVIDIEN AG JUAREZ (MMJ),COVIDIEN JUAREZ MMJ,part803_maude,2566,unmatched,,,,,,,
MEDELA,MEDELA,part803_unmatched,2542,unmatched,,,,,,,
DEPUY CMW 9610921,DEPUY CMW 9610921,part803_unmatched,2538,unmatched,,,,,,,
STRYKER SPINE-FRANCE,STRYKER SPINE FRANCE,part803_maude,2526,unmatched,,,,,,,
STRYKER OSTEOSYNTHESIS KIEL,STRYKER OSTEOSYNTHESIS KIEL,part803_maude,2521,unmatched,,,,,,,
FRESENIUS KABI USA LLC,FRESENIUS KABI,part803_maude,2519,unmatched,,,,,,,
MASIMO - 40 PARKER,MASIMO 40 PARKER,part803_maude,2491,unmatched,,,,,,,
SMITH & NEPHEW ORTHOPAEDICS AG,SMITH AND NEPHEW ORTHOPAEDICS,part803_maude,2468,unmatched,,,,,,,
MEDTRONIC-CHENGDU,MEDTRONIC CHENGDU,part803_maude,2462,unmatched,,,,,,,
ABBOTT POINT OF CARE,ABBOTT POINT OF CARE,part803_unmatched,2462,unmatched,,,,,,,
MHC MEDICAL PRODUCTS,MHC MEDICAL PRODUCTS,part803_unmatched,2460,unmatched,,,,,,,
MEDOS SARL,MEDOS SARL,part803_unmatched,2453,unmatched,,,,,,,
MEDCOMP,MEDCOMP,part803_unmatched,2446,unmatched,,,,,,,
HILL-ROM PLUVIGNER,HILL ROM PLUVIGNER,part803_maude,2438,unmatched,,,,,,,
DENTSPLY IMPLANTS A DIVISION OF DENTSPLY IH,DENTSPLY IMPLANTS A DIVISION OF DENTSPLY IH,part803_unmatched,2415,unmatched,,,,,,,
MICRO THERAPEUTICS EV3,MICRO THERAPEUTICS EV3,part803_unmatched,2413,unmatched,,,,,,,
BECTON DICKINSON MEDICAL SINGAPORE,BECTON DICKINSON MEDICAL SINGAPORE,part803_unmatched,2412,unmatched,,,,,,,
COVIDIEN MFG SOLUTIONS S.A.,COVIDIEN MFG SOLUTIONS S A,part803_maude,2400,unmatched,,,,,,,
SOFRADIM PRODUCTION,SOFRADIM PRODUCTION,part803_unmatched,2400,unmatched,,,,,,,
STRYKER SPINE-US,STRYKER SPINE,part803_maude,2398,unmatched,,,,,,,
NIPRO DIAGNOSTICS,NIPRO DIAGNOSTICS,part803_unmatched,2380,unmatched,,,,,,,
ABBOTT DIABETES CARE UK,ABBOTT DIABETES CARE UK,part803_unmatched,2358,unmatched,,,,,,,
ARGON MEDICAL DEVICES,ARGON MEDICAL DEVICES,part803_unmatched,2339,unmatched,,,,,,,
SUNRISE MEDICAL MPD,SUNRISE MEDICAL MPD,part803_maude,2335,unmatched,,,,,,,
INTEGRA LIFESCIENCES SWITZERLAND SAR,INTEGRA LIFESCIENCES SWITZERLAND SAR,part803_maude,2323,unmatched,,,,,,,
EV3 NEUROVASCULAR,EV3 NEUROVASCULAR,part803_unmatched,2311,unmatched,,,,,,,
"STRYKER CORP., MEDICAL DIV.",STRYKER MEDICAL DIV,part803_maude,2297,unmatched,,,,,,,
PRISMATIK DENTALCRAFT,PRISMATIK DENTALCRAFT,part803_unmatched,2275,unmatched,,,,,,,
MMJ DE CV USD,MMJ DE CV USD,part803_unmatched,2268,unmatched,,,,,,,
MEDTRONIC CARDIOVASCULAR SANTA ROSA,MEDTRONIC CARDIOVASCULAR SANTA ROSA,part803_maude,2265,unmatched,,,,,,,
"ST. JUDE MEDICAL, INC. - CARDIOMEMS",ST JUDE MEDICAL CARDIOMEMS,part803_maude,2202,unmatched,,,,,,,
COVIDIEN MEDICAL PRODUCTS,COVIDIEN MEDICAL PRODUCTS,part803_maude,2201,unmatched,,,,,,,
MALLINCKRODT MEDICAL,MALLINCKRODT MEDICAL,part803_unmatched,2178,unmatched,,,,,,,
TERUMO ASHITAKA,TERUMO ASHITAKA,part803_unmatched,2168,unmatched,,,,,,,
SORIN DEUTSCHLAND,SORIN DEUTSCHLAND,part803_unmatched,2147,unmatched,,,,,,,
WARSAW ORTHOPEDICS,WARSAW ORTHOPEDICS,part803_unmatched,2143,unmatched,,,,,,,
ASCENSIA DIABETES CARE,ASCENSIA DIABETES CARE,part803_unmatched,2141,unmatched,,,,,,,
J T POSEY,J T POSEY,part803_unmatched,2139,unmatched,,,,,,,
DR GERWERK AND KGAA,DR GERWERK AND KGAA,part803_unmatched,2135,unmatched,,,,,,,
BRAUN WERK MARKTHEIDENFELD,BRAUN WERK MARKTHEIDENFELD,part803_unmatched,2111,unmatched,,,,,,,
BAXTER HLTHCARE,BAXTER HLTHCARE,part803_unmatched,2103,unmatched,,,,,,,
WELCH ALLYN PROTOCOL,WELCH ALLYN PROTOCOL,part803_unmatched,2097,unmatched,,,,,,,
MICROVENTION,MICROVENTION,part803_unmatched,2068,unmatched,,,,,,,
INVACARE REHABILITATION EQUIPMENT CO.,INVACARE REHABILITATION EQUIPMENT,part803_maude,2068,unmatched,,,,,,,
ALLEGIANCE HEALTHCARE,ALLEGIANCE HEALTHCARE,part803_unmatched,2063,unmatched,,,,,,,
CONMED LINVATEC,CONMED LINVATEC,part803_maude,2041,unmatched,,,,,,,
SULZER CALCITEK,SULZER CALCITEK,part803_unmatched,2040,unmatched,,,,,,,
STRYKER LEIBINGER FREIBURG,STRYKER LEIBINGER FREIBURG,part803_maude,2040,unmatched,,,,,,,
ZIMMER SPINE,ZIMMER SPINE,part803_unmatched,2027,unmatched,,,,,,,
"SIEMENS MEDICAL SOLUTIONS USA, INC.",SIEMENS MEDICAL SOLUTIONS,part803_maude,2015,unmatched,,,,,,,
SULZER ORTHOPEDICS,SULZER ORTHOPEDICS,part803_unmatched,2015,unmatched,,,,,,,
SIEMENS HEALTHCARE DIAGNOSTICS INC - GLASGOW,SIEMENS HEALTHCARE DIAGNOSTICS GLASGOW,part803_maude,2004,unmatched,,,,,,,
MEDTRONIC PUERTO RICO OPERATIONS CO,MEDTRONIC PUERTO RICO OPERATIONS,part803_maude,1999,unmatched,,,,,,,
COSTA RICA,COSTA RICA,part803_unmatched,1997,unmatched,,,,,,,
EDWARDS LIFESCIENCES DR,EDWARDS LIFESCIENCES DR,part803_maude,1996,unmatched,,,,,,,
ANGIOMED AND MEDIZINTECHNIK KG,ANGIOMED AND MEDIZINTECHNIK KG,part803_unmatched,1992,unmatched,,,,,,,
PULMONETIC SYSTEMS,PULMONETIC SYSTEMS,part803_unmatched,1983,unmatched,,,,,,,
BOSTON SCIENTIFIC - FREMONT (SUD),BOSTON SCIENTIFIC FREMONT SUD,part803_maude,1976,unmatched,,,,,,,
CPI PLANT ST PAUL,CPI PLANT ST PAUL,part803_unmatched,1956,unmatched,,,,,,,
STRYKER ORTHOPAEDICS LIMERICK,STRYKER ORTHOPAEDICS LIMERICK,part803_maude,1952,unmatched,,,,,,,
"ST. JUDE MEDICAL, INC. CRMD",ST JUDE MEDICAL CRMD,part803_maude,1951,unmatched,,,,,,,
BOSTON SCIENTIFIC - COSTA RICA (HEREDIA),BOSTON SCIENTIFIC COSTA RICA HEREDIA,part803_maude,1943,unmatched,,,,,,,
MEDICAL ENGINEERING,MEDICAL ENGINEERING,part803_unmatched,1940,unmatched,,,,,,,
DEPUY IRELAND,DEPUY IRELAND,part803_unmatched,1928,unmatched,,,,,,,
HALYARD HEALTH,HALYARD HEALTH,part803_unmatched,1919,unmatched,,,,,,,
SYNTHES HAGENDORF,SYNTHES HAGENDORF,part803_unmatched,1914,unmatched,,,,,,,
UNKNOWN MANUFACTURER,UNKNOWN MANUFACTURER,part803_unmatched,1914,unmatched,,,,,,,
ICU MEDICAL HEALTHCARE MANUFACTURING S.A. DE C.V.,ICU MEDICAL HEALTHCARE MANUFACTURING S A DE C V,part803_maude,1867,unmatched,,,,,,,
MEDTRONIC HEART VALVE DIVISION,MEDTRONIC HEART VALVE DIVISION,part803_maude,1864,unmatched,,,,,,,
BD SUZHOU,BD SUZHOU,part803_unmatched,1861,unmatched,,,,,,,
GE MEDICAL SYSTEMS CHINA WUXI,GE MEDICAL SYSTEMS CHINA WUXI,part803_unmatched,1839,unmatched,,,,,,,
ALCON LABORATORIES IRELAND,ALCON LABORATORIES IRELAND,part803_unmatched,1829,unmatched,,,,,,,
LIEBEL FLARSHEIM,LIEBEL FLARSHEIM,part803_unmatched,1828,unmatched,,,,,,,
K C AFC MANUFACTURING S DE R L DE C V,K C AFC MANUFACTURING S DE R L DE C V,part803_unmatched,1825,unmatched,,,,,,,
SYNTHES BETTLACH,SYNTHES BETTLACH,part803_unmatched,1820,unmatched,,,,,,,
MCGHAN MEDICAL,MCGHAN MEDICAL,part803_unmatched,1812,unmatched,,,,,,,
GUIDANT PUERTO RICO,GUIDANT PUERTO RICO,part803_unmatched,1806,unmatched,,,,,,,
BD INFUSION THERAPY SYSTEMS S A DE C V,BD INFUSION THERAPY SYSTEMS S A DE C V,part803_unmatched,1806,unmatched,,,,,,,
"ST. JUDE MEDICAL, COSTA RICA LTDA",ST JUDE MEDICAL COSTA RICA LTDA,part803_maude,1789,unmatched,,,,,,,
"SUNRISE MEDICAL, MPD",SUNRISE MEDICAL MPD,part803_maude,1785,unmatched,,,,,,,
ABBOTT GERMANY,ABBOTT GERMANY,part803_unmatched,1780,unmatched,,,,,,,
DENTSPLY PROFESSIONAL,DENTSPLY PROFESSIONAL,part803_unmatched,1777,unmatched,,,,,,,
USSC PUERTO RICO,USSC PUERTO RICO,part803_unmatched,1774,unmatched,,,,,,,
BAXTER HEALTHCARE CARTAGO,BAXTER HEALTHCARE CARTAGO,part803_unmatched,1763,unmatched,,,,,,,
INTEGRA LIFESCIENCES MANSFIELD,INTEGRA LIFESCIENCES MANSFIELD,part803_maude,1753,unmatched,,,,,,,
DATASCOPE FAIRFIELD,DATASCOPE FAIRFIELD,part803_maude,1753,unmatched,,,,,,,
MOOG DEVICE,MOOG DEVICE,part803_unmatched,1752,unmatched,,,,,,,
"STRYKER CORP., MEDICAL DIVISION",STRYKER MEDICAL DIVISION,part803_maude,1750,unmatched,,,,,,,
"ALCON LENSX, INC.",ALCON LENSX,part803_maude,1747,unmatched,,,,,,,
MENTOR WORLDWIDE LLC,MENTOR WORLDWIDE,part803_maude,1746,unmatched,,,,,,,
OGDEN MANUFACTURING PLANT,OGDEN MANUFACTURING PLANT,part803_unmatched,1741,unmatched,,,,,,,
MEDTRONIC DOMINICANA,MEDTRONIC DOMINICANA,part803_maude,1721,unmatched,,,,,,,
ABBOTT DIAGNOSTICS DIVISION CELLDYN,ABBOTT DIAGNOSTICS DIVISION CELLDYN,part803_unmatched,1719,unmatched,,,,,,,
"COVIDIEN, FORMERLY NELLCOR PURITAN",COVIDIEN FORMERLY NELLCOR PURITAN,part803_maude,1711,unmatched,,,,,,,
AMERICAN MEDICAL SYSTEMS INNOVATION CENTER SILICON VALLEY,AMERICAN MEDICAL SYSTEMS INNOVATION CENTER SILICON VALLEY,part803_unmatched,1709,unmatched,,,,,,,
GYRUS ACMI,GYRUS ACMI,part803_unmatched,1703,unmatched,,,,,,,
GE MEDICAL SYSTEMS,GE MEDICAL SYSTEMS,part803_unmatched,1697,unmatched,,,,,,,
BOSTON SCIENTIFIC IRELAND LTD.,BOSTON SCIENTIFIC IRELAND,part803_maude,1687,unmatched,,,,,,,
NEURO VILLALBA,NEURO VILLALBA,part803_unmatched,1676,unmatched,,,,,,,
ATRIUM MEDICAL,ATRIUM MEDICAL,part803_maude,1673,unmatched,,,,,,,
SIEMENS HEALTHCARE GMBH,SIEMENS HEALTHCARE,part803_maude,1659,unmatched,,,,,,,
STERI OSS,STERI OSS,part803_unmatched,1647,unmatched,,,,,,,
MEDTECH,MEDTECH,part803_unmatched,1645,unmatched,,,,,,,
BLUE BELT TECHNOLOGIES,BLUE BELT TECHNOLOGIES,part803_unmatched,1640,unmatched,,,,,,,
CAMERON HEALTH,CAMERON HEALTH,part803_unmatched,1639,unmatched,,,,,,,
COVIDIEN LLC (SHANGHAI),COVIDIEN SHANGHAI,part803_maude,1632,unmatched,,,,,,,
STRYKER NEUROVASCULAR-UTAH-SALT LAKE CITY,STRYKER NEUROVASCULAR UTAH SALT LAKE CITY,part803_maude,1630,unmatched,,,,,,,
ST. JUDE MEDICAL - SPINAL MODULATION,ST JUDE MEDICAL SPINAL MODULATION,part803_maude,1628,unmatched,,,,,,,
ROSS PRODUCTS DIVISION,ROSS PRODUCTS DIVISION,part803_unmatched,1610,unmatched,,,,,,,
C. R. BARD INC. (BASD),C R BARD BASD,part803_maude,1605,unmatched,,,,,,,
OBTECH MEDICAL SARL,OBTECH MEDICAL SARL,part803_unmatched,1604,unmatched,,,,,,,
MICRO TYPING SYSTEMS,MICRO TYPING SYSTEMS,part803_unmatched,1603,unmatched,,,,,,,
"ALERE SAN DIEGO, INC",ALERE SAN DIEGO,part803_maude,1590,unmatched,,,,,,,
STERIS CORPORATION - MONTGOMERY,STERIS MONTGOMERY,part803_maude,1587,unmatched,,,,,,,
PRODUCTOS PARA EL CUIDADO DE LA SALUD 9611590,PRODUCTOS PARA EL CUIDADO DE LA SALUD 9611590,part803_unmatched,1582,unmatched,,,,,,,
SISTEMAS MEDICOS ALARIS S A DE C V,SISTEMAS MEDICOS ALARIS S A DE C V,part803_unmatched,1576,unmatched,,,,,,,
"STRYKER CORP, MEDICAL DIVISION",STRYKER MEDICAL DIVISION,part803_maude,1567,unmatched,,,,,,,
ACCESSCLOSURE,ACCESSCLOSURE,part803_unmatched,1563,unmatched,,,,,,,
"ST. JUDE MEDICAL, CRMD",ST JUDE MEDICAL CRMD,part803_maude,1563,unmatched,,,,,,,
GE HEALTHCARE,GE HEALTHCARE,part803_unmatched,1560,unmatched,,,,,,,
STRYKER ENDOSCOPY,STRYKER ENDOSCOPY,part803_maude,1560,unmatched,,,,,,,
PFIZER CONSUMER HEALTH CARE,PFIZER CONSUMER HEALTH CARE,part803_maude,1548,unmatched,,,,,,,
CARDINAL HEALTH SANTA CLARA,CARDINAL HEALTH SANTA CLARA,part803_maude,1544,unmatched,,,,,,,
THERAKOS,THERAKOS,part803_unmatched,1543,unmatched,,,,,,,
MINDRAY DS,MINDRAY DS,part803_unmatched,1541,unmatched,,,,,,,
GREATBATCH MEDICAL,GREATBATCH MEDICAL,part803_unmatched,1530,unmatched,,,,,,,
"IRHYTHM TECHNOLOGIES, INC",IRHYTHM TECHNOLOGIES,part803_maude,1529,unmatched,,,,,,,
BOSTON SCIENTIFIC - COSTA RICA,BOSTON SCIENTIFIC COSTA RICA,part803_maude,1526,unmatched,,,,,,,
"BECTON, DICKINSON AND COMPANY, BD BIOSCIENCES",BECTON DICKINSON AND BD BIOSCIENCES,part803_maude,1522,unmatched,,,,,,,
MEDOS S RL,MEDOS S RL,part803_unmatched,1515,unmatched,,,,,,,
TISSUE SCIENCE LABORATORIES,TISSUE SCIENCE LABORATORIES,part803_unmatched,1505,unmatched,,,,,,,
"CARDINAL HEALTH 200, LLC",CARDINAL HEALTH 200,part803_maude,1504,unmatched,,,,,,,
Z SYSTEMS,Z SYSTEMS,part803_unmatched,1500,unmatched,,,,,,,
VERATHON MEDICAL ULC,VERATHON MEDICAL ULC,part803_unmatched,1497,unmatched,,,,,,,
QUANTA SYSTEM S.P.A.,QUANTA SYSTEM S P A,part803_maude,1488,unmatched,,,,,,,
TERUMO CARDIOVASCULAR SYSTEM,TERUMO CARDIOVASCULAR SYSTEM,part803_unmatched,1483,unmatched,,,,,,,
COVIDIEN/FORMERLY TYCO HEALTHCARE,COVIDIEN FORMERLY TYCO HEALTHCARE,part803_maude,1481,unmatched,,,,,,,
BIOSIL,BIOSIL,part803_unmatched,1475,unmatched,,,,,,,
DENTSPLY MAILLEFER,DENTSPLY MAILLEFER,part803_unmatched,1466,unmatched,,,,,,,
EXTERNAL MANUFACTURER,EXTERNAL MANUFACTURER,part803_unmatched,1458,unmatched,,,,,,,
ARIZONA DEVICE MANUFACTURING,ARIZONA DEVICE MANUFACTURING,part803_unmatched,1451,unmatched,,,,,,,
STRYKER INSTRUMENTS,STRYKER INSTRUMENTS,part803_maude,1440,unmatched,,,,,,,
COOPERSURGICAL,COOPERSURGICAL,part803_unmatched,1432,unmatched,,,,,,,
KINETIC CONCEPTS,KINETIC CONCEPTS,part803_unmatched,1431,unmatched,,,,,,,
"ST. JUDE MEDICAL, CARDIAC RHYTHM MANAGEMENT DIVISI",ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISI,part803_maude,1430,unmatched,,,,,,,
ZEST ANCHORS,ZEST ANCHORS,part803_unmatched,1414,unmatched,,,,,,,
"MEDTRONIC ADVANCED ENERGY, LLC",MEDTRONIC ADVANCED ENERGY,part803_maude,1410,unmatched,,,,,,,
"STERIS MEXICO, S. DE R.L. DE C.V.",STERIS MEXICO S DE R L DE C V,part803_maude,1409,unmatched,,,,,,,
"NUVASIVE SPECIALIZED ORTHOPEDICS, INC.",NUVASIVE SPECIALIZED ORTHOPEDICS,part803_maude,1395,unmatched,,,,,,,
PRIDE MOBILITY PRODUCTS,PRIDE MOBILITY PRODUCTS,part803_unmatched,1391,unmatched,,,,,,,
BAUSCH AND LOMB SURGICAL,BAUSCH AND LOMB SURGICAL,part803_unmatched,1387,unmatched,,,,,,,
"MEDTRONIC XOMED, INC.",MEDTRONIC XOMED,part803_maude,1385,unmatched,,,,,,,
DENTSPLY TULSA,DENTSPLY TULSA,part803_unmatched,1384,unmatched,,,,,,,
BOSTON SCIENTIFIC - FREMONT (CE),BOSTON SCIENTIFIC FREMONT CE,part803_maude,1378,unmatched,,,,,,,
UNOMEDICAL DEVICES S A DE C V,UNOMEDICAL DEVICES S A DE C V,part803_unmatched,1377,unmatched,,,,,,,
MASIMO - 15750 ALTON PKWY,MASIMO 15750 ALTON PKWY,part803_maude,1369,unmatched,,,,,,,
