lead_sponsor_name,gvkey,start_year,end_year,note,sponsor_norm
"Cardurion Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cardurion pharmaceuticals inc
"Sarfez Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sarfez pharmaceuticals inc
Member Companies of the Opioid PMR Consortium,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,member companies of the opioid pmr consortium
"Repurposed Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 27988 (REPROS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,repurposed therapeutics inc
"Rivus Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 26895 (CORVUS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,rivus pharmaceuticals inc
Instituto Bioclon S.A. de C.V.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED,instituto bioclon s a de c v
"The Emmes Company, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the emmes company llc
Aderans Research Institute,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aderans research institute
Kind Pharmaceuticals LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 112033 (KING PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,kind pharmaceuticals llc
Antisoma Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,antisoma research
Cadila Pharnmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 141846 (ACADIA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cadila pharnmaceuticals
Kowa Research Europe,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,kowa research europe
"Nu Eyne Co., Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 39997 (NU HOLDINGS LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,nu eyne co ltd
Amgen Research (Munich) GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,amgen research munich gmbh
Kedrion S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,kedrion s p a
Acerus Pharmaceuticals Corporation,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37495 (ARS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,acerus pharmaceuticals corporation
"Fujifilm Pharmaceuticals U.S.A., Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,fujifilm pharmaceuticals u s a inc
GH Research Ireland Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 38957 (GH RESEARCH PLC) flagged unreliable; no manual rescue available -- left UNMAPPED,gh research ireland limited
Biotec Pharmacon ASA,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1849 (ASA HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biotec pharmacon asa
Diffusion Pharmaceuticals Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,diffusion pharmaceuticals inc
BerGenBio ASA,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1849 (ASA HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bergenbio asa
"Kunming Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 112033 (KING PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,kunming pharmaceuticals inc
Sanotize Research and Development corp.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sanotize research and development corp
"Radius Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,radius pharmaceuticals inc
Hofseth Biocare ASA,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1849 (ASA HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,hofseth biocare asa
Smart Medical Systems Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,smart medical systems ltd
"ADARx Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,adarx pharmaceuticals inc
"Inception Fertility Research Institute, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,inception fertility research institute llc
Ziemer Ophthalmic Systems AG,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ziemer ophthalmic systems ag
"Kala Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,kala pharmaceuticals inc
KLOX Technologies Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 107130 (KELSO TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,klox technologies inc
"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,janssen alzheimer immunotherapy research and development llc
"Aciex Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 32459 (ACER THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aciex therapeutics inc
"Samus Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 175008 (AMICUS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,samus therapeutics inc
"Sichuan Kelun Pharmaceutical Research Institute Co., Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sichuan kelun pharmaceutical research institute co ltd
Kasiak Research Pvt. Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,kasiak research pvt ltd
Stempeutics Research Pvt Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,stempeutics research pvt ltd
HemaQuest Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,hemaquest pharmaceuticals inc
Shanghai Hutchison Pharmaceuticals Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,shanghai hutchison pharmaceuticals limited
Fonterra Research Centre,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,fonterra research centre
"Venatorx Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,venatorx pharmaceuticals inc
"Biolux Research Holdings, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,biolux research holdings inc
Gedea Biotech AB,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 35321 (EDESA BIOTECH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,gedea biotech ab
"ImmunoVaccine Technologies, Inc. (IMV Inc.)",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 183669 (IMV INC) flagged unreliable; no manual rescue available -- left UNMAPPED,immunovaccine technologies inc imv inc
Grace Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25999 (GYRE THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,grace therapeutics inc
"Bio-Medical Research, Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bio-medical research ltd
Bright Cloud International Corp,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 5865 (IU INTERNATIONAL CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,bright cloud international corp
Stemirna Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 26094 (MIRNA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,stemirna therapeutics
"Carmot Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 43555 (CARGO THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,carmot therapeutics inc
"Shanghai Jiaolian Drug Research and Development Co., Ltd",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,shanghai jiaolian drug research and development co ltd
Brainstorm-Cell Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 153957 (BRAINSTORM CELL THERAPEUTICS) flagged unreliable; no manual rescue available -- left UNMAPPED,brainstorm-cell therapeutics
"Nimbic Systems, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nimbic systems llc
"S-INFINITY Pharmaceuticals Co., Ltd",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 175533 (INFINITY PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,s-infinity pharmaceuticals co ltd
Regor Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,regor pharmaceuticals inc
Nykode Therapeutics ASA,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1849 (ASA HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nykode therapeutics asa
"Hangzhou ACEA Pharmaceutical Research Co., Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,hangzhou acea pharmaceutical research co ltd
Modra Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 24908 (DURA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,modra pharmaceuticals
Edison Pharmaceuticals Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,edison pharmaceuticals inc
Eirion Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 13786 (HERON THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,eirion therapeutics inc
Janssen Cilag N.V./S.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED,janssen cilag n v s a
Faron Pharmaceuticals Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25523 (ARONEX PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,faron pharmaceuticals ltd
"Intuor Technologies, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 14250 (NSTOR TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,intuor technologies inc
Integrative Research Laboratories AB,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,integrative research laboratories ab
"G&E Herbal Biotechnology Co., LTD",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11361 (AG&E HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,g and e herbal biotechnology co ltd
Immunobiology Research Institute,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,immunobiology research institute
Hinova Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,hinova pharmaceuticals inc
Bio-Cancer Treatment International Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37612 (TH INTERNATIONAL LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,bio-cancer treatment international limited
"4Life Research, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,4life research llc
Alvine Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,alvine pharmaceuticals inc
Aquinox Pharmaceuticals (Canada) Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aquinox pharmaceuticals canada inc
"Bexion Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62263 (ALEXION PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,bexion pharmaceuticals inc
Cali Pharmaceuticals LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 63030 (CASI PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,cali pharmaceuticals llc
"GRIN Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 31656 (REIN THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,grin therapeutics inc
TCRx Therapeutics Co.Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 34600 (TCR2 THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tcrx therapeutics co ltd
Synairgen Research Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,synairgen research ltd
Clinical Laserthermia Systems AB,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,clinical laserthermia systems ab
"Xynomic Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,xynomic pharmaceuticals inc
"Mimetogen Pharmaceuticals USA, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,mimetogen pharmaceuticals usa inc
"ContraVir Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,contravir pharmaceuticals inc
"Smiths Medical, ASD, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 64753 (ASD GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,smiths medical asd inc
Sebela Women's Health Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 10949 (U S HEALTH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sebela women s health inc
Jina Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 177606 (VIA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,jina pharmaceuticals inc
"Tragara Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tragara pharmaceuticals inc
"Anhui Palo Alto Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,anhui palo alto pharmaceuticals inc
"Serenity Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,serenity pharmaceuticals inc
Ultimovacs ASA,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1849 (ASA HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ultimovacs asa
